name,LATITUDE,LONGITUDE
Thomson CC (U/C),1.35125385335026,103.83626228639
Tiong Bahru CC,1.28345251714882,103.831882714575
Toa Payoh Central CC (Pendng U/C),1.33493451709456,103.850204545922
Toa Payoh East CC (Pending relocation),1.33627489206396,103.85470024903
Toa Payoh South CC (Pending relocation),1.33489037046643,103.859378979813
Toa Payoh West CC,1.3353827124599,103.844830875826
Ulu Pandan CC (U/C),1.31200940949362,103.789211186001
West Coast CC,1.30264555979077,103.764832077473
Whampoa CC,1.32463959408329,103.856979169641
Woodgrove CC,1.43177102177052,103.785006866148
Woodlands CC (Pending U/C),1.43973033862036,103.788235404817
Woodlands Galaxy CC,1.43904160690114,103.802610984283
Yew Tee CC,1.39491758447052,103.744727853367
Yio Chu Kang CC (Pending U/C),1.38151727157775,103.841428124035
Yishun Link CC,1.42503566854712,103.846399217959
